,companynames,rating,reviews,location,size,industry,revenue,benefit_ratings,Health_Insurance,Dental_Insurance,FSA,Vision_iInsurance,HSA,Life_Insurance,SLI,Disability_Insurance,Mental_Health_Care,Retiree_Health,Dismemberment_Insurance,Pension_Plan,Retirement_Plan,Employee_Stock,Performance_Bonus,Stock_Options,Equity_Incentive,Supplemental_Workers,Charitable_Gift,Maternity_Leave,Work_From_Home,Fertility_Assistance,Dependent_Care,Adoption_Assistance,Childcare,Flexible_Hours,Military_Leave,Family_Medical_Leave,Paid_Holiday,Paid_time_off,Sick_Days,Volunteer_Time_Off,Sabbatical,Employee_Discount,Free_Lunch_Snacks,Employee_Assistance,Gym_Membership,Commuter_Checks,Pet_Friendly,Mobile_Discount,Company_Car,Company_Social_Events,Travel_Concierge,Legal_Assistance,Diversity_Program,Job_Training,Apprenticeship,Tuition_Assistance,Accident_Insurance,Health_Care_On_Site,retire_401K,Unpaid_Extended_Leave,Bereavement_Leave,Professional_Development,sum,location_state,US
209,John Deere,4.0,1800,"Moline, IL",Size10000+ employees,Industry Industrial Manufacturing,Revenue $10+ billion (USD) per year,4.1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,22,IL,1
210,Johnson & Johnson,3.9,4800,"New Brunswick, NJ",Size10000+ employees,Industry Biotech & Pharmaceuticals,Revenue $10+ billion (USD) per year,4.4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,49,NJ,1
211,Journeys,2.8,1200,"Nashville, TN",Size5001 to 10000 employees,"Industry Department, Clothing, & Shoe Stores",Revenue Unknown / Non-Applicable,2.9,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,27,TN,1
212,Juniper Networks,3.7,2200,"Sunnyvale, CA",Size5001 to 10000 employees,Industry Unknown,Revenue $2 to $5 billion (USD) per year,4.2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,43,CA,1
213,KPMG,3.8,15000,"New York, NY",Size10000+ employees,Industry Accounting,Revenue $2 to $5 billion (USD) per year,3.9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,45,NY,1
214,Kaiser Permanente,3.9,6300,"Oakland, CA",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $10+ billion (USD) per year,4.4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,31,CA,1
215,Keller Williams,4.2,2500,"Austin, TX",Size201 to 500 employees,Industry Real Estate,Revenue $100 to $500 million (USD) per year,2.5,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,30,TX,1
216,KeyBank,3.4,1400,"Cleveland, OH",Size10000+ employees,Industry Banks & Credit Unions,Revenue $5 to $10 billion (USD) per year,3.7,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,35,OH,1
217,Kforce,4.0,1500,"Tampa, FL",Size10000+ employees,Industry Staffing & Outsourcing,Revenue $1 to $2 billion (USD) per year,3.0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,FL,1
218,Kohl's,3.4,9200,"Menomonee Falls, WI",Size10000+ employees,"Industry Department, Clothing, & Shoe Stores",Revenue $10+ billion (USD) per year,3.2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,33,WI,1
219,Kraft Heinz Company,3.1,3200,"Chicago, IL",Size10000+ employees,Industry Food & Beverage Manufacturing,Revenue $10+ billion (USD) per year,3.4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,32,IL,1
220,Kronos Incorporated,4.1,1300,"Lowell, MA",Size5001 to 10000 employees,Industry Computer Hardware & Software,Revenue $1 to $2 billion (USD) per year,4.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,37,MA,1
221,L'Oréal,3.7,3500,"Clichy, France",Size10000+ employees,Industry Consumer Products Manufacturing,Revenue $10+ billion (USD) per year,4.1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,43,France,0
222,Leidos,3.4,1400,"Reston, VA",Size10000+ employees,Industry Aerospace & Defense,Revenue $10+ billion (USD) per year,3.2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,32,VA,1
223,Lenovo,3.4,1400,"Morrisville, NC",Size10000+ employees,Industry Computer Hardware & Software,Revenue $10+ billion (USD) per year,4.1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,37,NC,1
224,Levi Strauss,3.6,1200,"San Francisco, CA",Size10000+ employees,"Industry Department, Clothing, & Shoe Stores",Revenue $2 to $5 billion (USD) per year,3.5,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,31,CA,1
225,Liberty Mutual Insurance,3.3,4200,"Boston, MA",Size10000+ employees,Industry Insurance Carriers,Revenue $10+ billion (USD) per year,3.9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,30,MA,1
226,Lidl,3.1,2100,"London, United Kingdom",Size10000+ employees,Industry Grocery Stores & Supermarkets,Revenue $10+ billion (USD) per year,3.5,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13,United Kingdom,0
227,Lionbridge,3.1,1400,"Waltham, MA",Size5001 to 10000 employees,Industry IT Services,Revenue $500 million to $1 billion (USD) per year,2.4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,22,MA,1
228,Little Caesar's,3.2,1600,"Detroit, MI",Size5001 to 10000 employees,Industry Fast-Food & Quick-Service Restaurants,Revenue $100 to $500 million (USD) per year,2.1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,16,MI,1
229,Lockheed Martin,3.7,6200,"Bethesda, MD",Size10000+ employees,Industry Aerospace & Defense,Revenue $10+ billion (USD) per year,3.7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,35,MD,1
230,Lowe's,3.4,18000,"Mooresville, NC",Size10000+ employees,Industry Home Centers & Hardware Stores,Revenue $10+ billion (USD) per year,3.7,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,18,NC,1
231,Lyft,4.1,1700,"San Francisco, CA",Size1001 to 5000 employees,Industry Computer Hardware & Software,Revenue Unknown / Non-Applicable,3.6,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,31,CA,1
232,M&T Bank,3.3,1000,"Buffalo, NY",Size10000+ employees,Industry Banks & Credit Unions,Revenue $5 to $10 billion (USD) per year,3.2,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,29,NY,1
233,MIT,4.4,1600,"Cambridge, MA",Size10000+ employees,Industry Colleges & Universities,Revenue $2 to $5 billion (USD) per year,4.1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,38,MA,1
234,Macquarie Group,3.7,1200,"Sydney, Australia",Size10000+ employees,Industry Investment Banking & Asset Management,Revenue $5 to $10 billion (USD) per year,3.6,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,34,Australia,0
235,Macy's,3.2,17000,"Cincinnati, OH",Size10000+ employees,"Industry Department, Clothing, & Shoe Stores",Revenue $10+ billion (USD) per year,2.9,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,29,OH,1
236,Mars,3.9,1600,"Mc Lean, VA",Size10000+ employees,Industry Food & Beverage Manufacturing,Revenue $10+ billion (USD) per year,4.3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,VA,1
237,MassMutual,3.6,1200,"Springfield, MA",Size5001 to 10000 employees,Industry Insurance Carriers,Revenue $10+ billion (USD) per year,3.6,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,35,MA,1
238,Mastercard,4.0,1500,"Purchase, NY",Size10000+ employees,Industry Financial Transaction Processing,Revenue $5 to $10 billion (USD) per year,4.2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,39,NY,1
239,Mattress Firm,3.2,2400,"Houston, TX",Size5001 to 10000 employees,Industry Other Retail Stores,Revenue $2 to $5 billion (USD) per year,3.5,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,25,TX,1
240,Maxim Healthcare Services,3.1,2000,"Columbia, MD",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue Unknown / Non-Applicable,2.5,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,17,MD,1
241,Mayo Clinic,4.0,1100,"Rochester, MN",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $10+ billion (USD) per year,4.1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,17,MN,1
242,McAfee,3.5,1200,"Santa Clara, CA",Size5001 to 10000 employees,Industry Computer Hardware & Software,Revenue $10+ billion (USD) per year,3.7,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,31,CA,1
243,McDonald's,3.3,22000,"Chicago, IL",Size10000+ employees,Industry Fast-Food & Quick-Service Restaurants,Revenue $10+ billion (USD) per year,2.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,IL,1
244,McKesson,3.4,2900,"San Francisco, CA",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $10+ billion (USD) per year,3.8,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,32,CA,1
245,McKinsey & Company,4.3,3300,"New York, NY",Size10000+ employees,Industry Consulting,Revenue Unknown / Non-Applicable,4.8,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,25,NY,1
246,Medtronic,3.6,3200,"Dublin, Ireland",Size10000+ employees,Industry Biotech & Pharmaceuticals,Revenue $10+ billion (USD) per year,4.1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,27,Ireland,0
247,Meijer,3.1,2600,"Grand Rapids, MI",Size10000+ employees,Industry Grocery Stores & Supermarkets,Revenue $10+ billion (USD) per year,2.9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,28,MI,1
248,Memorial Sloan Kettering,3.9,1200,"New York, NY",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $2 to $5 billion (USD) per year,4.4,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,24,NY,1
249,Menards,3.3,2500,"Eau Claire, WI",Size10000+ employees,"Industry Department, Clothing, & Shoe Stores",Revenue $10+ billion (USD) per year,2.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,WI,1
250,MetLife,3.4,3200,"New York, NY",Size10000+ employees,Industry Unknown,Revenue $10+ billion (USD) per year,3.9,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,28,NY,1
251,Michael Kors,3.4,1600,"New York, NY",Size5001 to 10000 employees,Industry Other Retail Stores,Revenue $2 to $5 billion (USD) per year,3.5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,NY,1
252,Micron Technology,3.2,1600,"Boise, ID",Size10000+ employees,Industry Computer Hardware & Software,Revenue $10+ billion (USD) per year,3.9,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,23,ID,1
253,Microsoft,4.1,22000,"Redmond, WA",Size10000+ employees,Industry Computer Hardware & Software,Revenue $10+ billion (USD) per year,4.4,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,46,WA,1
254,Molina Healthcare,3.0,1100,"Long Beach, CA",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $10+ billion (USD) per year,4.0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,28,CA,1
255,Mondo,4.4,1200,"New York, NY",Size201 to 500 employees,Industry Staffing & Outsourcing,Revenue $50 to $100 million (USD) per year,4.4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,37,NY,1
256,Motorola Solutions,3.5,1900,"Chicago, IL",Size10000+ employees,Industry Computer Hardware & Software,Revenue $5 to $10 billion (USD) per year,3.6,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,26,IL,1
257,Mount Sinai Health System,3.5,1400,"New York, NY",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $1 to $2 billion (USD) per year,3.8,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,25,NY,1
258,NBCUniversal,3.8,2500,"New York, NY",Size10000+ employees,Industry TV Broadcast & Cable Networks,Revenue $10+ billion (USD) per year,4.0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,27,NY,1
259,NCR,3.1,2800,"Atlanta, GA",Size10000+ employees,Industry Computer Hardware & Software,Revenue $5 to $10 billion (USD) per year,3.1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,34,GA,1
260,NIH,4.1,1100,"Bethesda, MD",Size10000+ employees,Industry Biotech & Pharmaceuticals,Revenue Unknown / Non-Applicable,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,25,MD,1
261,NIKE,3.9,4400,"Beaverton, OR",Size10000+ employees,Industry Consumer Products Manufacturing,Revenue $10+ billion (USD) per year,4.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,37,OR,1
262,NTT DATA,3.2,3100,"Tokyo, Japan",Size10000+ employees,Industry IT Services,Revenue $10+ billion (USD) per year,2.9,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,17,Japan,0
263,NVIDIA,4.4,2100,"Santa Clara, CA",Size10000+ employees,Industry Computer Hardware & Software,Revenue $5 to $10 billion (USD) per year,3.9,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,42,CA,1
264,NYU (New York University),4.3,2000,"New York, NY",Size10000+ employees,Industry Colleges & Universities,Revenue $5 to $10 billion (USD) per year,4.1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,22,NY,1
265,National Oilwell Varco,3.3,1500,"Houston, TX",Size10000+ employees,Industry Oil & Gas Services,Revenue $10+ billion (USD) per year,4.0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,TX,1
266,Nationwide,3.5,2900,"Columbus, OH",Size10000+ employees,Industry Unknown,Revenue $10+ billion (USD) per year,3.7,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,24,OH,1
267,NetApp,3.7,3000,"Sunnyvale, CA",Size10000+ employees,Industry Enterprise Software & Network Solutions,Revenue $5 to $10 billion (USD) per year,3.9,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,37,CA,1
268,NewYork-Presbyterian Hospital,4.1,1000,"New York, NY",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue Unknown / Non-Applicable,4.2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,20,NY,1
269,Nielsen,3.6,4300,"New York, NY",Size10000+ employees,Industry Enterprise Software & Network Solutions,Revenue $5 to $10 billion (USD) per year,3.5,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,34,NY,1
270,Northern Trust,3.8,1800,"Chicago, IL",Size10000+ employees,Industry Banks & Credit Unions,Revenue $2 to $5 billion (USD) per year,3.9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,35,IL,1
271,Northwell Health,3.9,1200,"Lake Success, NY",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $10+ billion (USD) per year,4.1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,33,NY,1
272,Northwestern Mutual,3.7,4900,"Milwaukee, WI",Size5001 to 10000 employees,Industry Brokerage Services,Revenue $10+ billion (USD) per year,3.3,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,23,WI,1
273,O'Reilly Auto Parts,3.1,1700,"Springfield, MO",Size10000+ employees,Industry Automotive Parts & Accessories Stores,Revenue $5 to $10 billion (USD) per year,3.1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,26,MO,1
274,Omni Hotels,4.5,1300,"Dallas, TX",Size10000+ employees,"Industry Hotels, Motels, & Resorts",Revenue $1 to $2 billion (USD) per year,3.4,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,16,TX,1
275,OpenText,3.0,1400,"Waterloo, Canada",Size10000+ employees,Industry Computer Hardware & Software,Revenue $1 to $2 billion (USD) per year,3.0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,33,Canada,0
276,Oracle,3.4,21000,"Redwood City, CA",Size10000+ employees,Industry Enterprise Software & Network Solutions,Revenue $10+ billion (USD) per year,3.9,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,46,CA,1
277,P.F. Chang's,3.3,1100,"Scottsdale, AZ",Size10000+ employees,Industry Casual Restaurants,Revenue $1 to $2 billion (USD) per year,3.2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,15,AZ,1
278,PNC Financial Services Group,3.4,4600,"Pittsburgh, PA",Size10000+ employees,Industry Banks & Credit Unions,Revenue $10+ billion (USD) per year,3.6,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,35,PA,1
279,PSAV,3.0,1000,"Schiller Park, IL",Size5001 to 10000 employees,Industry Advertising & Marketing,Revenue $1 to $2 billion (USD) per year,3.3,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16,IL,1
